Title;Artist;Album
Oh My God;P!nk Feat. Peaches;Try This
Catch Me While I'm Sleeping;P!nk;Try This
Waiting For Love;P!nk;Try This
Save My Life;P!nk;Try This
Try Too Hard;P!nk;Try This
Humble Neighborhoods;P!nk;Try This
Walk Away;P!nk;Try This
Unwind;P!nk;Try This
Feel Good Time;P!nk;Try This
Love Song;P!nk;Try This
Hooker;P!nk;Try This
Wig Wam Bam;Party Animals;Party Animals
Hooked On A Feeling;Party Animals;Party Animals
Baby Come Back;Party Animals;Party Animals
In Zaire;Party Animals;Party Animals
Do Wah Diddy Diddy;Party Animals;Party Animals
Co-Co;Party Animals;Party Animals
Funny Funny;Party Animals;Party Animals
All Right Now;Party Animals;Party Animals
Crazy Horses;Party Animals;Party Animals
Poppa Joe;Party Animals;Party Animals
I Was Made For Lovin' You;Party Animals;Party Animals
Sugar Sugar;Party Animals;Party Animals
I'm The Leader Of The Gang;Party Animals;Party Animals
The Lion Sleeps Tonight;Party Animals;Party Animals
Snake Rattle 'N' Roll Jungle Medley;Party Animals;Party Animals
Everytime You Go Away;Paul Young;From Time To Time: The Singles Collection
Come Back And Stay;Paul Young;From Time To Time: The Singles Collection
I'm Only Foolin' Myself;Paul Young;From Time To Time: The Singles Collection
Senza Una Donna (Without A Woman);Zucchero Feat. Paul Young;From Time To Time: The Singles Collection
I'm Gonna Tear Your Playhouse Down;Paul Young;From Time To Time: The Singles Collection
Broken Man;Paul Young;From Time To Time: The Singles Collection
Everything Must Change;Paul Young;From Time To Time: The Singles Collection
Wonderland;Paul Young;From Time To Time: The Singles Collection
Don't Dream It's Over;Paul Young;From Time To Time: The Singles Collection
Love Of The Common People;Paul Young;From Time To Time: The Singles Collection
Wherever I Lay My Hat (That's My Home);Paul Young;From Time To Time: The Singles Collection
Both Sides Now (Remix);Clannad & Paul Young;From Time To Time: The Singles Collection
Some People;Paul Young;From Time To Time: The Singles Collection
Oh Girl;Paul Young;From Time To Time: The Singles Collection
Softly Whispering I Love You;Paul Young;From Time To Time: The Singles Collection
Once;Pearl Jam;Ten
Even Flow;Pearl Jam;Ten
Alive;Pearl Jam;Ten
Why Go;Pearl Jam;Ten
Black;Pearl Jam;Ten
Jeremy;Pearl Jam;Ten
Oceans;Pearl Jam;Ten
Porch;Pearl Jam;Ten
Garden;Pearl Jam;Ten
Deep;Pearl Jam;Ten
Release;Pearl Jam;Ten
Alive [Live];Pearl Jam;Ten
Wash;Pearl Jam;Ten
Dirty Frank;Pearl Jam;Ten
Se A Vida E (That's The Way Life Is);Pet Shop Boys;The Very Best
Panninaro'95;Pet Shop Boys;The Very Best
Go West;Pet Shop Boys;The Very Best
West End Girls;Pet Shop Boys;The Very Best
Opportunities (Let's Make Lots Of Money);Pet Shop Boys;The Very Best
Suburbia;Pet Shop Boys;The Very Best
It's A Sin;Pet Shop Boys;The Very Best
What Have I Done To Deserve This?;Pet Shop Boys Feat. Dusty Springfield;The Very Best
Rent;Pet Shop Boys;The Very Best
Always On My Mind;Pet Shop Boys;The Very Best
Heart;Pet Shop Boys;The Very Best
Domino Dancing;Pet Shop Boys;The Very Best
Left To My Own Devices;Pet Shop Boys;The Very Best
Can You Forgive Her?;Pet Shop Boys;The Very Best
I Wouldn't Normally Do This Kind Of Thing;Pet Shop Boys;The Very Best
In The Night;Pet Shop Boys;The Very Best
Before;Pet Shop Boys;The Very Best
Take Me Home (Extended Version);Phil Collins;12"Ers
Sussudio (Extended Version);Phil Collins;12"Ers
Who Said I Would (Extended Version);Phil Collins;12"Ers
Only You Know And I Know (Extended Version);Phil Collins;12"Ers
Don't Lose My Number (Extended Version);Phil Collins;12"Ers
One More Night (Extended Version);Phil Collins;12"Ers
Both Sides Of The Story;Phil Collins;Both Sides
Can't Turn Back The Years;Phil Collins;Both Sides
Everyday;Phil Collins;Both Sides
I've Forgotten Everything;Phil Collins;Both Sides
We're Sons Of Our Fathers;Phil Collins;Both Sides
Can't Find My Way;Phil Collins;Both Sides
Survivors;Phil Collins;Both Sides
We Fly So Close;Phil Collins;Both Sides
There's A Place For Us;Phil Collins;Both Sides
We Wait And We Wonder;Phil Collins;Both Sides
Please Come Out Tonight;Phil Collins;Both Sides
Hang In Long Enough;Phil Collins;...But Seriously
That's Just The Way It Is;Phil Collins;...But Seriously
Do You Remember;Phil Collins;...But Seriously
Something Happened On The Way To Heaven;Phil Collins;...But Seriously
Colours;Phil Collins;...But Seriously
I Wish It Would Rain Down;Phil Collins;...But Seriously
Another Day In Paradise;Phil Collins;...But Seriously
Heat On The Street;Phil Collins;...But Seriously
All Of My Life;Phil Collins;...But Seriously
Saturday Night And Sunday Morning;Phil Collins;...But Seriously
Father To Son;Phil Collins;...But Seriously
Find A Way To My Heart;Phil Collins;...But Seriously
I Don't Care Anymore;Phil Collins;Hello, I Must Be Going!
I Cannot Believe It's True;Phil Collins;Hello, I Must Be Going!
Like China;Phil Collins;Hello, I Must Be Going!
Do You Know, Do You Care;Phil Collins;Hello, I Must Be Going!
You Can't Hurry Love;Phil Collins;Hello, I Must Be Going!
It Don't Matter To Me;Phil Collins;Hello, I Must Be Going!
Thru These Walls;Phil Collins;Hello, I Must Be Going!
Dont' Let Him Steal Your Heart Away;Phil Collins;Hello, I Must Be Going!
The West Side;Phil Collins;Hello, I Must Be Going!
Why Can't It Wait Til Morning;Phil Collins;Hello, I Must Be Going!
Another Day In Paradise;Phil Collins;...Hits
True Colors;Phil Collins;...Hits
Easy Lover;Phil Collins & Philip Bailey;...Hits
You Can't Hurry Love;Phil Collins;...Hits
Two Hearts;Phil Collins;...Hits
I Wish It Would Rain Down;Phil Collins;...Hits
Against All Odds (Take A Look At Me Now);Phil Collins;...Hits
Something Happened On The Way To Heaven;Phil Collins;...Hits
Separate Lives;Phil Collins;...Hits
Both Sides Of The Story;Phil Collins;...Hits
One More Night;Phil Collins;...Hits
Sussudio;Phil Collins;...Hits
Dance Into The Light;Phil Collins;...Hits
A Groovy Kind Of Love;Phil Collins;...Hits
In The Air Tonight;Phil Collins;...Hits
Take Me Home;Phil Collins;...Hits
Tearing And Breaking;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Do You Remember;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
One More Night;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Against All Odds;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Can't Turn Back The Years;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
A Groovy Kind Of Love;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Everyday;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Don't Let Him Steal Your Heart Away;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Please Come Out Tonight;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
This Must Be Love;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
It's In Your Eyes;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Can't Stop Loving You;Phil Collins;Love Songs: A Compilation... Old & New [Disc 1]
Testify;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
True Colours [Rehearsal];Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
You'll Be In My Heart;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
If Leaving Me Is Easy;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
I've Been Trying;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
I've Forgotten Everything;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
Somewhere;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
Least You Can Do;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
Two Hearts;Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
Separate Lives [Live];Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
My Girl [Live];Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
Always [Live];Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
The Way You Look Tonight [Live];Phil Collins;Love Songs: A Compilation... Old & New [Disc 2]
Something Happened On The Way To Heaven;Phil Collins;Serious Hits... Live!
Against All Odds (Take A Look At Me Now);Phil Collins;Serious Hits... Live!
Who Said I Would;Phil Collins;Serious Hits... Live!
One More Night;Phil Collins;Serious Hits... Live!
Don't Lose My Number;Phil Collins;Serious Hits... Live!
Do You Remember?;Phil Collins;Serious Hits... Live!
Another Day In Paradise;Phil Collins;Serious Hits... Live!
Separate Lives;Phil Collins;Serious Hits... Live!
In The Air Tonight;Phil Collins;Serious Hits... Live!
In The Air Tonight;Phil Collins;Serious Hits... Live!
You Can't Hurry Love;Phil Collins;Serious Hits... Live!
Two Hearts;Phil Collins;Serious Hits... Live!
Sussudio;Phil Collins;Serious Hits... Live!
Sussudio;Phil Collins;Serious Hits... Live!
A Groovy Kind Of Love;Phil Collins;Serious Hits... Live!
A Groovy Kind Of Love;Phil Collins;Serious Hits... Live!
Easy Lover;Phil Collins;Serious Hits... Live!
Easy Lover;Phil Collins;Serious Hits... Live!
Take Me Home;Phil Collins;Serious Hits... Live!
Dance Into The Light;Phil Collins;The Very Best Of
Something Happened On The Way To Heaven;Phil Collins;The Very Best Of
Don't Lose My Number;Phil Collins;The Very Best Of
In The Air Tonight;Phil Collins;The Very Best Of
Both Sides Of The Story;Phil Collins;The Very Best Of
Who Said I Would;Phil Collins;The Very Best Of
Another Day In Paradise;Phil Collins;The Very Best Of
It's In Your Eyes;Phil Collins;The Very Best Of
Heat On The Street;Phil Collins;The Very Best Of
One More Night;Phil Collins;The Very Best Of
Hang In Long Enough;Phil Collins;The Very Best Of
Everyday;Phil Collins;The Very Best Of
You Can't Hurry Love;Phil Collins;The Very Best Of
Two Hearts;Phil Collins;The Very Best Of
Sussudio;Phil Collins;The Very Best Of
Astronomy Domine;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
See Emily Play;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
The Happiest Days Of Our Lives;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Another Brick In The Wall (Part 2);Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Echoes;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Hey You;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Marooned;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
The Great Gig In The Sky;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Set The Controls For The Heart Of The Sun;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Money;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Keep Talking;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Sheep;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Sorrow;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 1]
Shine On You Crazy Diamond (Parts 1-7);Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Time;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
The Fletcher Memorial Home;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Comfortably Numb;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
When The Tigers Broke Free;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
One Of These Days;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Us And Them;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Learning To Fly;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Arnold Layne;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Wish You Were Here;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Jugband Blues;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
High Hopes;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Bike;Pink Floyd;Echoes: The Best Of Pink Floyd [Disc 2]
Pokmon Theme;Pokmon;Pokemon
Pokmon Mester;Pokmon;Pokemon
Veridian City;Pokmon;Pokemon
Hva Slags Pokmon Er Du?;Pokmon;Pokemon
Jeg Vil Alltid Vre Din Ven;Pokmon;Pokemon
Alt Du Ser Forandres;Pokmon;Pokemon
VI M Si Farvel;Pokmon;Pokemon
Pokmon (Dance Mix);Pokmon;Pokemon
Kjempe Trbbel;Pokmon;Pokemon
Sammen For Altid;Pokmon;Pokemon
Mistys Sang;Pokmon;Pokemon
Pokmon Rap;Pokmon;Pokemon
Du Fr Det Til;Pokmon;Pokemon
Feel It Still;Portugal. The Man;Woodstock
Electric Guitars;Prefab Sprout;Andromeda Heights
A Prisoner Of The Past;Prefab Sprout;Andromeda Heights
The Mystery Of Love;Prefab Sprout;Andromeda Heights
Life's A Miracle;Prefab Sprout;Andromeda Heights
Anne Marie;Prefab Sprout;Andromeda Heights
Whoever You Are;Prefab Sprout;Andromeda Heights
Steal Your Thunder;Prefab Sprout;Andromeda Heights
Avenue Of Stars;Prefab Sprout;Andromeda Heights
Swans;Prefab Sprout;Andromeda Heights
The Fifth Horseman;Prefab Sprout;Andromeda Heights
Weightless;Prefab Sprout;Andromeda Heights
Andromeda Heights;Prefab Sprout;Andromeda Heights
Purple Rain;Prince;Best Ballads
The Queston Of U;Prince;Best Ballads
Nothing Compares 2 U;Prince;Best Ballads
Hate U;Prince;Best Ballads
The Morning Papers;Prince;Best Ballads
Diamonds And Pearls;Prince;Best Ballads
Graffiti Bridge;Prince;Best Ballads
When 2 R In Love;Prince;Best Ballads
Slow Love;Prince;Best Ballads
Under The Cherry Moon;Prince;Best Ballads
The Beautiful Ones;Prince;Best Ballads
Adore;Prince;Best Ballads
Let It Go;Prince;Best Ballads
Scandalous;Prince;Best Ballads
Pink Cashmere;Prince;Best Ballads
The Most Beautiful Girl In The World;Prince;Best Ballads
Bohemian Rhapsody;Queen;Greatest Hits
Another One Bites The Dust;Queen;Greatest Hits
Killer Queen;Queen;Greatest Hits
Fat Bottomed Girls;Queen;Greatest Hits
Bicycle Race;Queen;Greatest Hits
You're My Best Friend;Queen;Greatest Hits
Don't Stop Me Now;Queen;Greatest Hits
Save Me;Queen;Greatest Hits
Crazy Little Thing Called Love;Queen;Greatest Hits
Somebody To Love;Queen;Greatest Hits
Now I'm Here;Queen;Greatest Hits
Good Old-Fashioned Lover Boy;Queen;Greatest Hits
Play The Game;Queen;Greatest Hits
Flash;Queen;Greatest Hits
Seven Seas Of Rhye;Queen;Greatest Hits
We Will Rock You;Queen;Greatest Hits
We Are The Champions;Queen;Greatest Hits
A Kind Of Magic;Queen;Greatest Hits II
Under Pressure;Queen & David Bowie;Greatest Hits II
Radio Ga Ga;Queen;Greatest Hits II
I Want It All;Queen;Greatest Hits II
I Want To Break Free;Queen;Greatest Hits II
Innuendo;Queen;Greatest Hits II
It's A Hard Life;Queen;Greatest Hits II
Breakthru;Queen;Greatest Hits II
Who Wants To Live Forever;Queen;Greatest Hits II
Headlong;Queen;Greatest Hits II
The Miracle;Queen;Greatest Hits II
I'm Going Slightly Mad;Queen;Greatest Hits II
The Invisible Man;Queen;Greatest Hits II
Hammer To Fall;Queen;Greatest Hits II
Friends Will Be Friends;Queen;Greatest Hits II
The Show Must Go On;Queen;Greatest Hits II
One Vision;Queen;Greatest Hits II
The Show Must Go On [Live];Queen & Elton John;Greatest Hits III
Under Pressure (Rah Mix);Queen & David Bowie;Greatest Hits III
Barcelona;Freddie Mercury, Montserrat Caball;Greatest Hits III
Too Much Love Will Kill You;Queen;Greatest Hits III
Somebody To Love [Live];George Michael & Queen;Greatest Hits III
You Don't Fool Me;Queen;Greatest Hits III
Heaven For Everyone;Queen;Greatest Hits III
Las Palabras De Amor (The Words Of Love);Queen;Greatest Hits III
Driven By You;Brian May;Greatest Hits III
Living On My Own (Julian Raymond Album Mix);Freddie Mercury;Greatest Hits III
Let Me Live;Queen;Greatest Hits III
The Great Pretender;Freddie Mercury;Greatest Hits III
Princes Of The Universe;Queen;Greatest Hits III
Another One Bites The Dust;Queen & Wyclef Jean;Greatest Hits III
No-One But You (Only The Good Die Young);Queen;Greatest Hits III
These Are The Days Of Our Lives;Queen;Greatest Hits III
Thank God It's Christmas;Queen;Greatest Hits III
Lykkelig Smutning;Rasmus Nhr;Lykkelig Smutning
Sommer I Europa;Rasmus Nhr;Lykkelig Smutning
Trines Sang;Rasmus Nhr;Lykkelig Smutning
Ring Nu;Rasmus Nhr;Lykkelig Smutning
Rimelig Amindelig;Rasmus Nhr;Lykkelig Smutning
Avra For Laura;Rasmus Nhr;Lykkelig Smutning
Caboera;Rasmus Nhr;Lykkelig Smutning
Mlls;Rasmus Nhr;Lykkelig Smutning
Pis A (Plan B);Rasmus Nhr;Lykkelig Smutning
Su Blues;Rasmus Nhr;Lykkelig Smutning
Ud Af Hullet;Rasmus Nhr;Lykkelig Smutning
Ryger Ryger;Rasmus Nhr;Lykkelig Smutning
En Gang Til;Rasmus Nhr;Lykkelig Smutning
Nr Turene Slutter;Rasmus Nhr;Lykkelig Smutning
Sandstorm;Rasmus Seebach;Ingen Kan Love Dig I Morgen
de ;Rasmus Seebach;Ingen Kan Love Dig I Morgen
I Min T-Shirt;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Olivia;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Tusind Farver;Rasmus Seebach;Ingen Kan Love Dig I Morgen
En Verden Uden Dig;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Hjemls;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Fri;Rasmus Seebach;Ingen Kan Love Dig I Morgen
De Ka' Sig' Hva' De Vil;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Venner;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Ingen Kan Love Dig I Morgen;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Du' Det Dejligste;Rasmus Seebach;Ingen Kan Love Dig I Morgen
Lys I Din Lejlighed;Rasmus Seebach;Mer' End Krlighed
I Mine jne;Rasmus Seebach;Mer' End Krlighed
Falder;Rasmus Seebach;Mer' End Krlighed
Mer' End Krlighed;Rasmus Seebach;Mer' End Krlighed
Millionr;Ankerstjerne & Rasmus Seebach;Mer' End Krlighed
Vi Lever;Rasmus Seebach;Mer' End Krlighed
Igen I Dag;Rasmus Seebach;Mer' End Krlighed
Nangijala;Rasmus Seebach;Mer' End Krlighed
Ringe I Vandet;Rasmus Seebach;Mer' End Krlighed
Vover P At G;Rasmus Seebach;Mer' End Krlighed
Sirenerne;Rasmus Seebach;Mer' End Krlighed
Under Stjernerne P Himlen;Rasmus Seebach;Mer' End Krlighed
Glad Igen;Rasmus Seebach;Rasmus Seebach
Den Anden Side;Rasmus Seebach;Rasmus Seebach
Engel;Rasmus Seebach;Rasmus Seebach
Lidt I Fem;Rasmus Seebach;Rasmus Seebach
Natten Falder P;Rasmus Seebach;Rasmus Seebach
En Skygge Af Dig Selv;Rasmus Seebach;Rasmus Seebach
Under Samme Sol;Rasmus Seebach;Rasmus Seebach
Sig Jeg Skal;Rasmus Seebach;Rasmus Seebach
Til Dig;Rasmus Seebach;Rasmus Seebach
Gi' Slip;Rasmus Seebach;Rasmus Seebach
Den Jeg Er;Rasmus Seebach;Rasmus Seebach
Natteravn;Providers Vs. Rasmus Seebach;Rasmus Seebach
Mandags-Stvnemde;Ray Dee Ohh;Ray Dee Ohh
Elskes Af Dig;Ray Dee Ohh;Ray Dee Ohh
Alt Eller Ingenting;Ray Dee Ohh;Ray Dee Ohh
Brndende Lber;Ray Dee Ohh;Ray Dee Ohh
Som Et Tr;Ray Dee Ohh;Ray Dee Ohh
Der Hvor Jeg Bedst Ka' Li' At Vre;Ray Dee Ohh;Ray Dee Ohh
Heartbreak;Ray Dee Ohh;Ray Dee Ohh
Tnker Du P...;Ray Dee Ohh;Ray Dee Ohh
Ned P Jorden - Hjem Igen;Ray Dee Ohh;Ray Dee Ohh
Around The World;Red Hot Chili Peppers;Californication
Parallel Universe;Red Hot Chili Peppers;Californication
Scar Tissue;Red Hot Chili Peppers;Californication
Otherside;Red Hot Chili Peppers;Californication
Get On Top;Red Hot Chili Peppers;Californication
Californication;Red Hot Chili Peppers;Californication
Easily;Red Hot Chili Peppers;Californication
Porcelain;Red Hot Chili Peppers;Californication
Emit Remmus;Red Hot Chili Peppers;Californication
I Like Dirt;Red Hot Chili Peppers;Californication
This Velvet Glove;Red Hot Chili Peppers;Californication
Savior;Red Hot Chili Peppers;Californication
Purple Stain;Red Hot Chili Peppers;Californication
Right On Time;Red Hot Chili Peppers;Californication
Road Trippin';Red Hot Chili Peppers;Californication
Never Gonna Give You Up;Rick Astley;Greatest Hits
Whenever You Need Somebody;Rick Astley;Greatest Hits
When I Fall In Love;Rick Astley;Greatest Hits
My Arms Keep Missing You;Rick Astley;Greatest Hits
Together Forever;Rick Astley;Greatest Hits
It Would Take A Strong Strong Man;Rick Astley;Greatest Hits
She Wants To Dance With Me;Rick Astley;Greatest Hits
Take Me To Your Heart;Rick Astley;Greatest Hits
Hold Me In Your Arms;Rick Astley;Greatest Hits
Cry For Help;Rick Astley;Greatest Hits
Move Right Out;Rick Astley;Greatest Hits
Never Knew Love;Rick Astley;Greatest Hits
The Ones You Love;Rick Astley;Greatest Hits
Hopelessly;Rick Astley;Greatest Hits
Body And Soul;Rick Astley;Greatest Hits
Sleeping;Rick Astley;Greatest Hits
S.O.S.;Rihanna;A Girl Like Me
Kisses Don't Lie;Rihanna;A Girl Like Me
Unfaithful;Rihanna;A Girl Like Me
We Ride;Rihanna;A Girl Like Me
Dem Haters;Rihanna Feat. Dwane Husbands;A Girl Like Me
Final Goodbye;Rihanna;A Girl Like Me
Break It Off;Rihanna Feat. Sean Paul;A Girl Like Me
Crazy Little Thing Called Love;Rihanna Feat. J-Status;A Girl Like Me
Selfish Girl;Rihanna;A Girl Like Me
P.S. (I'm Still Not Over You);Rihanna;A Girl Like Me
A Girl Like Me;Rihanna;A Girl Like Me
A Million Miles Away;Rihanna;A Girl Like Me
If It's Lovin' That You Want [Part 2];Rihanna Feat. Corey Gunz;A Girl Like Me
Umbrella;Rihanna;Good Girl Gone Bad: Reloaded
Push Up On Me;Rihanna;Good Girl Gone Bad: Reloaded
Don't Stop The Music;Rihanna;Good Girl Gone Bad: Reloaded
Breakin' Dishes;Rihanna;Good Girl Gone Bad: Reloaded
Shut Up And Drive;Rihanna;Good Girl Gone Bad: Reloaded
Hate That I Love You;Rihanna;Good Girl Gone Bad: Reloaded
Say It;Rihanna;Good Girl Gone Bad: Reloaded
Sell Me Candy;Rihanna;Good Girl Gone Bad: Reloaded
Lemme Get That;Rihanna;Good Girl Gone Bad: Reloaded
Rehab;Rihanna;Good Girl Gone Bad: Reloaded
Question Existing;Rihanna;Good Girl Gone Bad: Reloaded
Good Girl Gone Bad;Rihanna;Good Girl Gone Bad: Reloaded
Disturbia;Rihanna;Good Girl Gone Bad: Reloaded
Take A Bow;Rihanna;Good Girl Gone Bad: Reloaded
If I Never See Your Face Again;Rihanna Feat. Maroon 5;Good Girl Gone Bad: Reloaded
Mad House;Rihanna;Rated R
Wait Your Turn;Rihanna;Rated R
Hard;Rihanna Feat. Jeezy;Rated R
Stupid In Love;Rihanna;Rated R
Rockstar 101;Rihanna Feat. Slash;Rated R
Russian Roulette;Rihanna;Rated R
Fire Bomb;Rihanna;Rated R
Rude Boy;Rihanna;Rated R
Photographs;Rihanna Feat. will.i.am;Rated R
G4L;Rihanna;Rated R
Te Amo;Rihanna;Rated R
Cold Case Love;Rihanna;Rated R
The Last Song;Rihanna;Rated R
You Da One;Rihanna;Talk That Talk
Where Have You Been;Rihanna;Talk That Talk
We Found Love;Rihanna Feat. Calvin Harris;Talk That Talk
Talk That Talk;Rihanna Feat. Jay-Z;Talk That Talk
Cockiness (Love It);Rihanna;Talk That Talk
Birthday Cake;Rihanna;Talk That Talk
We All Want Love;Rihanna;Talk That Talk
Drunk On Love;Rihanna;Talk That Talk
Roc Me Out;Rihanna;Talk That Talk
Watch N' Learn;Rihanna;Talk That Talk
Farewell;Rihanna;Talk That Talk
Giv Mig Coco;Rikke Darling;Giv Mig Coco - Single
Ja Dak;Ritalin;Ja Dak - Single
How Peculiar;Robbie Williams;Escapology
Feel;Robbie Williams;Escapology
Something Beautiful;Robbie Williams;Escapology
Monsoon;Robbie Williams;Escapology
Sexed Up;Robbie Williams;Escapology
Love Somebody;Robbie Williams;Escapology
Revolution;Robbie Williams Feat. Rose Stone;Escapology
Handsome Man;Robbie Williams;Escapology
Come Undone;Robbie Williams;Escapology
Me And My Monkey;Robbie Williams;Escapology
Song 3;Robbie Williams;Escapology
Hot Fudge;Robbie Williams;Escapology
Cursed;Robbie Williams;Escapology
Nan's Song;Robbie Williams;Escapology
Old Before I Die;Robbie Williams;Greatest Hits
Lazy Days;Robbie Williams;Greatest Hits
Angels;Robbie Williams;Greatest Hits
Let Me Entertain You;Robbie Williams;Greatest Hits
Millennium;Robbie Williams;Greatest Hits
No Regrets;Robbie Williams;Greatest Hits
Strong;Robbie Williams;Greatest Hits
She's The One;Robbie Williams;Greatest Hits
Rock DJ;Robbie Williams;Greatest Hits
Kids;Robbie Williams & Kylie Minogue;Greatest Hits
Supreme;Robbie Williams;Greatest Hits
Let Love Be Your Energy;Robbie Williams;Greatest Hits
Eternity;Robbie Williams;Greatest Hits
The Road To Mandalay;Robbie Williams;Greatest Hits
Feel;Robbie Williams;Greatest Hits
Come Undone;Robbie Williams;Greatest Hits
Sexed Up;Robbie Williams;Greatest Hits
Radio;Robbie Williams;Greatest Hits
Misunderstood;Robbie Williams;Greatest Hits
I Will Talk And Hollywood Will Listen;Robbie Williams;Swing When You're Winning
Mack The Knife;Robbie Williams;Swing When You're Winning
Somethin' Stupid;Robbie Williams & Nicole Kidman;Swing When You're Winning
Do Nothin' Till You Hear From Me;Robbie Williams;Swing When You're Winning
It Was A Very Good Year;Robbie Williams Feat. Frank Sinatra;Swing When You're Winning
Straighten Up And Fly Right;Robbie Williams;Swing When You're Winning
Well, Did You Evah;Robbie Williams Feat. Jon Lovitz;Swing When You're Winning
Mr. Bojangles;Robbie Williams;Swing When You're Winning
One For My Baby;Robbie Williams;Swing When You're Winning
Things;Robbie Williams Feat. Jane Horrocks;Swing When You're Winning
Ain't That A Kick In The Head;Robbie Williams;Swing When You're Winning
They Can't Take That Away From Me;Robbie Williams Feat. Rupert Everett;Swing When You're Winning
Have You Met Miss Jones?;Robbie Williams;Swing When You're Winning
Me And My Shadow;Robbie Williams Feat. Jonathan Wilkes;Swing When You're Winning
Beyond The Sea;Robbie Williams;Swing When You're Winning
Puma (Stork);Roben og Knud;Morseper
Sailing;Rod Stewart;The Story So Far: A Night In
I Don't Want To Talk About It;Rod Stewart;The Story So Far: A Night In
Have I Told You Lately;Rod Stewart;The Story So Far: A Night In
The First Cut Is The Deepest;Rod Stewart;The Story So Far: A Night In
You're In My Heart (The Final Acclaim);Rod Stewart;The Story So Far: A Night In
All For Love;Rod Stewart;The Story So Far: A Night In
Tonight's The Night;Rod Stewart;The Story So Far: A Night In
Every Beat Of My Heart;Rod Stewart;The Story So Far: A Night In
Tom Traubert's Blues (Waltzing Matilda);Rod Stewart;The Story So Far: A Night In
Don't Come Around Here;Rod Stewart;The Story So Far: A Night In
The Killing Of Georgie (Part 1 And II);Rod Stewart;The Story So Far: A Night In
Love Touch;Rod Stewart;The Story So Far: A Night In
I Was Only Joking;Rod Stewart;The Story So Far: A Night In
Ruby Tuesday;Rod Stewart;The Story So Far: A Night In
In A Broken Dream;Rod Stewart;The Story So Far: A Night In
Reason To Believe;Rod Stewart;The Story So Far: A Night In
In My Life;Rod Stewart;The Story So Far: A Night In
Maggie May;Rod Stewart;The Story So Far: A Night Out
